"","geneID","EE_028-20120223_EMB-0","EE_118-20120223_EMB-60","EE_118-20120223_EMB-90","EE_199-20120223_EMB-150","EE_378-20120223_EMB-300","EE_467-20120223_EMB-390","EE_574-20120223_EMB-480","EE_674-20120223_EMB-570","EE_674-20120223_EMB-600","EE_285-20120411_EMB-180","EE_199-20120419_EMB-120","EE_285-20120419_EMB-180","EE_378-20120419_EMB-270","EE_467-20120419_EMB-330","EE_574-20120419_EMB-420","geneName","WormBaseID","Description","InterPro","GS1_homologID","GS1_percent_homology","GS2_homologID","GS2_percent_homology","GS3_homologID","GS3_percent_homology","GS4_homologID","GS4_percent_homology"
"241","WBGene00017186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F07B7.2","F07B7.2","Retrotransposon protein","","F07B7.2 | WBGene00017186",NA,"F07B7.2 | WBGene00017186",NA,NA,NA,NA,NA
"242","WBGene00017188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F07B7.7","F07B7.7","Core protein VP7","","F07B7.7 | WBGene00017188",NA,"F07B7.7 | WBGene00017188",NA,NA,NA,"CRE20908 | WBGene00068561",7.47126
"243","WBGene00017189",0,0,0,0.0538747327341852,0.147022738095606,0,0,0.0719174767091656,0,0,0.188110654211233,0,0,0,0,"F07B7.8","F07B7.8","DUF19 domain-containing protein","Domain of unknown function DUF19, Uncharacterised protein family UPF0376","F07B7.8 | WBGene00017189",NA,"F07B7.8 | WBGene00017189",37.0787,NA,NA,"CRE05590 | WBGene00053179",38.2022
"244","WBGene00017191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F07B7.13","F07B7.13","DUF19 domain-containing protein","Domain of unknown function DUF19, Uncharacterised protein family UPF0376","F07B7.13 | WBGene00017191",NA,"F07B7.13 | WBGene00017191",70.7921,"CBN16049 | WBGene00154774",71.7822,"CRE05597 | WBGene00053183",72.2772
"245","WBGene00017192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F07B7.14","F07B7.14","DUF19 domain-containing protein","Domain of unknown function DUF19, Uncharacterised protein family UPF0376","F07B7.14 | WBGene00017192",NA,"F07B7.14 | WBGene00017192",40.3315,NA,NA,"CRE05590 | WBGene00053179",43.0939
"246","WBGene00017199",0,0.127615992249115,0,0,0,0.0732767309667538,0.25625005084962,0.215752430127497,0.143278237597442,0,0,0,0,0,0,"clec-45","F07C4.2","C-type lectin domain-containing protein","C-type lectin-like, C-type lectin-like/link domain superfamily, C-type lectin fold, C-type lectin, conserved site","clec-45 | WBGene00017199",NA,"clec-45 | WBGene00017199",NA,NA,NA,"CRE28919 | WBGene00069856",20
"247","WBGene00017267",0,0,0,0,0,0.0732767309667538,0,0,0,0,0,0,0,0,0,"numr-2","F08F8.1","NUclear localized Metal Responsive","Uncharacterized strongylid L4 protein","numr-2 | WBGene00017267",NA,"numr-2 | WBGene00017267",34.1637,"CBN11843 | WBGene00150568",38.0783,NA,NA
"248","WBGene00017270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875953047865491,"numr-1","F08F8.5","NUclear localized Metal Responsive","Uncharacterized strongylid L4 protein","numr-1 | WBGene00017270",NA,"numr-1 | WBGene00017270",34.1637,"CBN11843 | WBGene00150568",38.0783,NA,NA
"249","WBGene00017294",0,0,0,0,0,0.219830192900261,0,0.143834953418331,0,0,0,0,0.256872660130884,0,0.350381219146196,"F09E10.1","F09E10.1","Secreted protein","","F09E10.1 | WBGene00017294",NA,"F09E10.1 | WBGene00017294",NA,NA,NA,NA,NA
"250","WBGene00017324",0.052290069749724,0,0,0,0,0.0732767309667538,0.12812502542481,0.0719174767091656,0.143278237597442,0,0.0940553271056166,0,0,0.222254350323308,0.0875953047865491,"F10C1.1","F10C1.1","","","F10C1.1 | WBGene00017324",NA,"F10C1.1 | WBGene00017324",NA,NA,NA,NA,NA
"251","WBGene00017379",0,0,0,0,0,0,0.192187538137215,0,0.143278237597442,0,0,0,0,0,0.350381219146196,"F11C7.7","F11C7.7","Venom protein","Thrombospondin type-1 (TSP1) repeat, Thrombospondin type-1 (TSP1) repeat superfamily","F11C7.7 | WBGene00017379",NA,"F11C7.7 | WBGene00017379",63.1579,"CBN08099 | WBGene00146824",57.0175,"CRE16712 | WBGene00070124",65.7895
"252","WBGene00017395",0,0.127615992249115,0.112329486647506,0,0,0,0.0640625127124049,0.0719174767091656,0,0,0,0,0,0,0.0875953047865491,"F12A10.6","F12A10.6","","","F12A10.6 | WBGene00017395",NA,"F12A10.6 | WBGene00017395",NA,NA,NA,NA,NA
"253","WBGene00017469",0,0,0,0,0,0.0732767309667538,0,0,0.0716391187987209,0.212605372537764,0,0,0,0.222254350323308,0.0875953047865491,"F14F9.6","F14F9.6","Secreted protein","","F14F9.6 | WBGene00017469",NA,"F14F9.6 | WBGene00017469",NA,NA,NA,NA,NA
"254","WBGene00017490",0,0,0,0,0,0.293106923867015,0,0.287669906836662,0,0,0,0,0,0,0,"pud-2.1","F15E11.1","Protein Up-regulated in Daf-2(Gf)","Up-regulated in Daf-2","pud-2.1 | WBGene00017490",NA,"pud-2.1 | WBGene00017490",52.5974,"CBN19712 | WBGene00158437",42.8571,"CRE26875 | WBGene00073926",52.5974
"255","WBGene00017499",0,0,0,0.10774946546837,0,0,0.12812502542481,0,0,0,0,0,0,0.222254350323308,0,"pud-1.1","F15E11.13","PUD1_2 domain-containing protein","Up-regulated in Daf-2","pud-1.1 | WBGene00017499",NA,"pud-1.1 | WBGene00017499",55.6291,NA,NA,"CRE19395 | WBGene00068632",60.2649
"256","WBGene00017500",0,0,0,0.10774946546837,0,0,0,0,0.143278237597442,0,0,0,0,0.55563587580827,0.175190609573098,"pud-2.2","F15E11.14","Protein Up-regulated in Daf-2(Gf)","Up-regulated in Daf-2","pud-2.2 | WBGene00017500",NA,"pud-2.2 | WBGene00017500",52.5974,"CBN19712 | WBGene00158437",42.8571,"CRE26875 | WBGene00073926",52.5974
"257","WBGene00017540",0,0,0,0,0,0.146553461933508,0,0.215752430127497,0,0.106302686268882,0,0,0,0.111127175161654,0.175190609573098,"F17E9.3","F17E9.3","TransThyretin-Related family domain","","F17E9.3 | WBGene00017540",NA,"F17E9.3 | WBGene00017540",NA,NA,NA,NA,NA
"258","WBGene00017612",0,0,0.0561647433237531,0,0,0,0,0,0,0,0,0,0.128436330065442,0.111127175161654,0,"F19G12.4","F19G12.4","","","F19G12.4 | WBGene00017612",NA,"F19G12.4 | WBGene00017612",NA,NA,NA,NA,NA
"259","WBGene00017685",0,0,0.112329486647506,0,0,0.146553461933508,0.12812502542481,0.0719174767091656,0,0,0,0,0,0,0.350381219146196,"F21H12.3","F21H12.3","","","F21H12.3 | WBGene00017685",NA,"F21H12.3 | WBGene00017685",NA,NA,NA,NA,NA
"260","WBGene00017694",0,0,0,0.10774946546837,0.0735113690478028,0.0732767309667538,0.12812502542481,0,0,0,0,0.168743306163974,0,0,0.262785914359647,"F22B7.3","F22B7.3","","Protein of unknown function DUF5390","F22B7.3 | WBGene00017694",NA,"F22B7.3 | WBGene00017694",54.5455,"CBN05224 | WBGene00143949",58.5859,"CRE06807 | WBGene00064466",55.5556
"261","WBGene00018124",0,0,0.112329486647506,0,0.220534107143408,0,0.192187538137215,0.0719174767091656,0,0,0,0,0,0,0,"F36H12.10","F36H12.10","Tyrosine-protein phosphatase","Tyrosine-specific protein phosphatase, PTPase domain, Tyrosine-specific protein phosphatases domain, Protein-tyrosine phosphatase, catalytic, Protein-tyrosine phosphatase, active site, Protein-tyrosine phosphatase-like","F36H12.10 | WBGene00018124",NA,"F36H12.10 | WBGene00018124",76.6332,"CBN10216 | WBGene00148941",72.1105,"CRE28101 | WBGene00056353",70.1005
"262","WBGene00018162",0,0.127615992249115,0,0,0,0.219830192900261,0.12812502542481,0.143834953418331,0,0,0,0,0,0,0,"nspb-3","F38A5.5","Nematode Specific Peptide family, group B","Protein of unknown function DUF1459","nspb-3 | WBGene00018162",NA,"nspb-3 | WBGene00018162",79.2683,"CBN07348 | WBGene00146073",82.9268,"CRE24672 | WBGene00078565",67.0732
"263","WBGene00018169",0,0,0,0,0.147022738095606,0,0,0.143834953418331,0.143278237597442,0.106302686268882,0,0,0,0,0,"nspb-2","F38A5.12","Nematode Specific Peptide family, group B","Protein of unknown function DUF1459","nspb-2 | WBGene00018169",NA,"nspb-2 | WBGene00018169",80.4878,"CBN07348 | WBGene00146073",84.1463,"CRE24672 | WBGene00078565",68.2927
"264","WBGene00018229",0,0,0,0.10774946546837,0,0,0,0,0.0716391187987209,0,0,0,0,0,0,"F40C5.2","F40C5.2","UBC core domain-containing protein","","F40C5.2 | WBGene00018229",NA,"F40C5.2 | WBGene00018229",NA,NA,NA,NA,NA
"265","WBGene00018243",0.26145034874862,0,0.168494229971259,0,0,0,0.0640625127124049,0,0,0,0,0,0,0,0.437976523932745,"F40G9.7","F40G9.7","","","F40G9.7 | WBGene00018243",NA,"F40G9.7 | WBGene00018243",NA,NA,NA,NA,NA
"266","WBGene00018327",0,0,0.0561647433237531,0.10774946546837,0,0,0,0,0.214917356396163,0,0.0940553271056166,0,0.128436330065442,0,0.0875953047865491,"F42A6.5","F42A6.5","BRCT domain-containing protein","BRCT domain, BRCA1-associated, BRCT domain superfamily","F42A6.5 | WBGene00018327",NA,"F42A6.5 | WBGene00018327",70.5882,"Cbn-brc-1 | WBGene00139930",77.451,"Cre-brc-1 | WBGene00061565",73.5294
"267","WBGene00018378",0,0,0,0,0,0.146553461933508,0.0640625127124049,0,0,0,0,0,0,0.222254350323308,0.175190609573098,"F43C11.1","F43C11.1","C-type LECtin","TRA-1 regulated","F43C11.1 | WBGene00018378",NA,"F43C11.1 | WBGene00018378",NA,NA,NA,NA,NA
"268","WBGene00018379",0,0,0.112329486647506,0,0.147022738095606,0,0.0640625127124049,0.0719174767091656,0,0,0,0,0,0,0.525571828719294,"F43C11.2","F43C11.2","C-type LECtin","TRA-1 regulated","F43C11.2 | WBGene00018379",NA,"F43C11.2 | WBGene00018379",22.0339,NA,NA,NA,NA
"269","WBGene00018459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F45D11.14","F45D11.14","AAA domain-containing protein","Protein of unknown function DUF684","F45D11.14 | WBGene00018459",NA,"F45D11.14 | WBGene00018459",NA,NA,NA,"CRE10645 | WBGene00070726",25.3937
"270","WBGene00018460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F45D11.15","F45D11.15","B30.2/SPRY domain-containing protein","Protein of unknown function DUF684","F45D11.15 | WBGene00018460",NA,"F45D11.15 | WBGene00018460",NA,NA,NA,"CRE10645 | WBGene00070726",25.7485
"271","WBGene00018461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F45D11.16","F45D11.16","B30.2/SPRY domain-containing protein","Protein of unknown function DUF684","F45D11.16 | WBGene00018461",NA,"F45D11.16 | WBGene00018461",NA,NA,NA,"CRE10645 | WBGene00070726",25.7485
"272","WBGene00018526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262785914359647,"F47B3.2","F47B3.2","Protein-tyrosine phosphatase","Tyrosine-specific protein phosphatase, PTPase domain, Tyrosine-specific protein phosphatases domain, Protein-tyrosine phosphatase, catalytic, Protein-tyrosine phosphatase, active site, Protein-tyrosine phosphatase-like","F47B3.2 | WBGene00018526",NA,"F47B3.2 | WBGene00018526",NA,NA,NA,NA,NA
"273","WBGene00018527",0,0,0,0,0,0,0.0640625127124049,0.64725729038249,0.214917356396163,0,0,0,0,0,0,"F47B3.3","F47B3.3","MARVEL domain-containing protein","Marvel domain","F47B3.3 | WBGene00018527",NA,"F47B3.3 | WBGene00018527",97.2414,"CBN15167 | WBGene00153892",97.2414,"CRE23922 | WBGene00062369",93.1034
"274","WBGene00018529",0.104580139499448,0,0.0561647433237531,0,0.147022738095606,0.0732767309667538,0,0,0,0,0.0940553271056166,0,0,0,0.175190609573098,"F47B3.5","F47B3.5","","DUF236 repeat","F47B3.5 | WBGene00018529",NA,"F47B3.5 | WBGene00018529",59.5238,"CBN30772 | WBGene00192737",59.9206,"CRE08066 | WBGene00080014",56.746
"275","WBGene00018530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F47B3.6","F47B3.6","Tyrosine-protein phosphatase","Tyrosine-specific protein phosphatase, PTPase domain, Tyrosine-specific protein phosphatases domain, Protein-tyrosine phosphatase, catalytic, Protein-tyrosine phosphatase, active site, Protein-tyrosine phosphatase-like","F47B3.6 | WBGene00018530",NA,"F47B3.6 | WBGene00018530",79.8898,"CBN18535 | WBGene00157260",74.6556,"CRE14124 | WBGene00063903",68.3196
"276","WBGene00018556",0,0,0,0,0.0735113690478028,0.146553461933508,0.0640625127124049,0.143834953418331,0.0716391187987209,0,0,0,0,0,0.350381219146196,"srt-36","F47D2.5","Serpentine Receptor, class T","7TM GPCR, serpentine receptor class t (Srt)","srt-36 | WBGene00018556",NA,"srt-36 | WBGene00018556",64.2202,"CBN06782 | WBGene00145507",63.9144,"Cre-srt-35 | WBGene00056798",62.3853
"277","WBGene00018557",0,0,0,0,0,0,0.0640625127124049,0.215752430127497,0.358195593993604,0,0,0,0,0,0.262785914359647,"srt-38","F47D2.6","Serpentine Receptor, class T","7TM GPCR, serpentine receptor class t (Srt)","srt-38 | WBGene00018557",NA,"srt-38 | WBGene00018557",64.8318,"CBN06782 | WBGene00145507",63.3028,"Cre-srt-35 | WBGene00056798",64.2202
"278","WBGene00018559",0,0,0,0,0.0735113690478028,0,0.0640625127124049,0.0719174767091656,0.358195593993604,0,0,0,0,0,0,"srt-37","F47D2.8","Serpentine Receptor, class T","7TM GPCR, serpentine receptor class t (Srt)","srt-37 | WBGene00018559",NA,"srt-37 | WBGene00018559",64.2202,"CBN06782 | WBGene00145507",63.9144,"Cre-srt-35 | WBGene00056798",62.3853
"279","WBGene00018631",0.104580139499448,0,0.0561647433237531,0.10774946546837,0,0.146553461933508,0.25625005084962,0.143834953418331,0.0716391187987209,0,0,0,0,0.111127175161654,0,"F49D11.7","F49D11.7","CYSTM domain-containing protein","","F49D11.7 | WBGene00018631",NA,"F49D11.7 | WBGene00018631",NA,NA,NA,NA,NA
"280","WBGene00018684",0,0,0.0561647433237531,0,0,0,0,0,0,0,0,0,0.128436330065442,0,0.175190609573098,"fbxa-41","F52D2.1","F-box domain-containing protein","F-box domain, Domain of unknown function DUF38/FTH, Caenorhabditis species, F-box-like domain superfamily, F-box A protein FB224","fbxa-41 | WBGene00018684",NA,"fbxa-41 | WBGene00018684",NA,NA,NA,NA,NA
"281","WBGene00018881",0.209160278998896,0,0,0,0,0,0.192187538137215,0,0.0716391187987209,0,0,0,0,0,0.175190609573098,"F55E10.1","F55E10.1","Vpu protein","","F55E10.1 | WBGene00018881",NA,"F55E10.1 | WBGene00018881",NA,NA,NA,NA,NA
"282","WBGene00018882",0,0.127615992249115,0,0,0,0.0732767309667538,0,0,0,0,0,0,0,0,0.175190609573098,"F55E10.2","F55E10.2","SERPIN domain-containing protein","","F55E10.2 | WBGene00018882",NA,"F55E10.2 | WBGene00018882",NA,NA,NA,NA,NA
"283","WBGene00018910",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F56A4.2","F56A4.2","C-type lectin domain-containing protein","C-type lectin-like, C-type lectin-like/link domain superfamily, C-type lectin fold","F56A4.2 | WBGene00018910",NA,"F56A4.2 | WBGene00018910",40.8784,"CBN08960 | WBGene00147685",25.3378,"CRE24278 | WBGene00072469",17.9054
"284","WBGene00018911",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F56A4.3","F56A4.3","GST N-terminal domain-containing protein","Glutathione S-transferase, N-terminal, Thioredoxin-like superfamily, Glutathione transferase family","F56A4.3 | WBGene00018911",NA,"F56A4.3 | WBGene00018911",51.7986,"CBN30082 | WBGene00192047",43.8849,"CRE08771 | WBGene00080998",46.7626
"285","WBGene00018912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F56A4.4","F56A4.4","GST N-terminal domain-containing protein","Glutathione S-transferase, N-terminal, Thioredoxin-like superfamily, Glutathione transferase family","F56A4.4 | WBGene00018912",NA,"F56A4.4 | WBGene00018912",66.1417,"CBN30082 | WBGene00192047",52.7559,"CRE08771 | WBGene00080998",61.4173
"286","WBGene00018913",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F56A4.5","F56A4.5","CHK domain-containing protein","Protein kinase-like domain superfamily, Uncharacterised  oxidoreductase Dhs-27, CHK kinase-like","F56A4.5 | WBGene00018913",NA,"F56A4.5 | WBGene00018913",NA,"CBN07150 | WBGene00145875",53.11,"CRE05040 | WBGene00063754",53.3493
"287","WBGene00018915",0,0,0,0,0,0,0,0,0.143278237597442,0,0,0,0,0,0,"str-267","F56A4.7","Seven TM Receptor","7TM GPCR, serpentine receptor class r (Str)","str-267 | WBGene00018915",NA,"str-267 | WBGene00018915",33.2353,NA,NA,"CRE10749 | WBGene00076429",29.1176
"288","WBGene00018917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"irld-35","F56A4.9","Recep_L_domain domain-containing protein","Receptor L-domain, Receptor L-domain superfamily","irld-35 | WBGene00018917",NA,"irld-35 | WBGene00018917",32.419,"CBN30928 | WBGene00192893",19.202,"CRE16011 | WBGene00061149",36.1596
"289","WBGene00018918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F56A4.10","F56A4.10","MFS domain-containing protein","Major facilitator superfamily, Major facilitator superfamily domain, MFS transporter superfamily, ","F56A4.10 | WBGene00018918",NA,"F56A4.10 | WBGene00018918",NA,"CBN08565 | WBGene00147290",46.1702,"CRE16013 | WBGene00061148",51.9149
"290","WBGene00018920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F56A4.12","F56A4.12","MFS domain-containing protein","Major facilitator superfamily, Major facilitator superfamily domain, MFS transporter superfamily","F56A4.12 | WBGene00018920",NA,"F56A4.12 | WBGene00018920",84.9462,"CBN02580 | WBGene00141305",78.2796,"CRE16021 | WBGene00061139",86.6667
"291","WBGene00018944",0,0,0,0,0.0735113690478028,0,0.12812502542481,0,0,0.106302686268882,0,0,0,0,0.262785914359647,"F56C3.7","F56C3.7","MHC class II antigen K","","F56C3.7 | WBGene00018944",NA,"F56C3.7 | WBGene00018944",NA,NA,NA,NA,NA
"292","WBGene00018981",0.052290069749724,0.127615992249115,0,0,0.0735113690478028,0,0.25625005084962,0.143834953418331,0,0,0,0,0,0,0.0875953047865491,"F56F4.4","F56F4.4","Transposase","","F56F4.4 | WBGene00018981",NA,"F56F4.4 | WBGene00018981",NA,NA,NA,NA,NA
"293","WBGene00018988",0,0.0638079961245576,0,0,0.147022738095606,0.146553461933508,0,0.215752430127497,0,0,0,0,0.128436330065442,0,0.175190609573098,"F56F11.1","F56F11.1","Neuropeptide-Like Protein","","F56F11.1 | WBGene00018988",NA,"F56F11.1 | WBGene00018988",72.1739,"CBN20366 | WBGene00159091",73.913,"CRE03078 | WBGene00055318",73.913
"294","WBGene00019053",0.052290069749724,0,0,0,0,0.146553461933508,0.0640625127124049,0,0.143278237597442,0,0,0,0,0,0.0875953047865491,"F58F6.5","F58F6.5","G_PROTEIN_RECEP_F1_2 domain-containing protein","Protein of unknown function DUF621","F58F6.5 | WBGene00019053",NA,"F58F6.5 | WBGene00019053",50.4132,"CBN19248 | WBGene00157973",44.6281,NA,NA
"295","WBGene00019072",0,0,0,0.10774946546837,0,0,0,0,0,0,0,0,0,0,0,"fbxc-8","F58H7.7","F-box C protein","Protein of unknown function DUF3557","fbxc-8 | WBGene00019072",NA,"fbxc-8 | WBGene00019072",NA,NA,NA,NA,NA
"296","WBGene00019073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fbxc-3","F58H7.8","F-box C protein","Protein of unknown function DUF3557","fbxc-3 | WBGene00019073",NA,"fbxc-3 | WBGene00019073",NA,NA,NA,NA,NA
"297","WBGene00019152",0,0,0,0,0,0,0,0.143834953418331,0.0716391187987209,0,0,0,0,0.111127175161654,0.613167133505844,"nspb-6","H04M03.2","Nematode Specific Peptide family, group B","Protein of unknown function DUF1459","nspb-6 | WBGene00019152",NA,"nspb-6 | WBGene00019152",77.381,"CBN07348 | WBGene00146073",78.5714,"CRE24672 | WBGene00078565",69.0476
"298","WBGene00019186",0,0,0,0,0,0.0732767309667538,0.12812502542481,0.287669906836662,0.0716391187987209,0,0,0,0,0.222254350323308,0.0875953047865491,"fbxb-58","H11E01.1","FBA_2 domain-containing protein","F-box associated domain, type 2","fbxb-58 | WBGene00019186",NA,"fbxb-58 | WBGene00019186",NA,NA,NA,NA,NA
"299","WBGene00019267",0,0.0638079961245576,0,0,0,0.146553461933508,0.0640625127124049,0.215752430127497,0,0,0.0940553271056166,0,0,0,0.262785914359647,"H39E20.1","H39E20.1","Transposase","","H39E20.1 | WBGene00019267",NA,"H39E20.1 | WBGene00019267",NA,NA,NA,NA,NA
"300","WBGene00019283",0,0,0,0,0,0.146553461933508,0,0,0,0,0,0,0,0,0,"K01A2.9","K01A2.9","Transmembrane protein","","K01A2.9 | WBGene00019283",NA,"K01A2.9 | WBGene00019283",76,NA,NA,"Cre-mps-2 | WBGene00064702",60.6667
"301","WBGene00019292",0,0,0,0,0,0.0732767309667538,0,0,0,0,0,0,0.256872660130884,0.111127175161654,0.437976523932745,"K02A6.1","K02A6.1","Secreted protein","","K02A6.1 | WBGene00019292",NA,"K02A6.1 | WBGene00019292",42.5532,"CBN11589 | WBGene00150314",46.8085,NA,NA
"302","WBGene00019339",0,0.127615992249115,0,0,0,0,0.0640625127124049,0,0,0.212605372537764,0,0,0,0,0.175190609573098,"K02F6.5","K02F6.5","BTB domain-containing protein","BTB/POZ domain, Potassium channel tetramerisation-type BTB domain, SKP1/BTB/POZ domain superfamily, BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 1/2/3","K02F6.5 | WBGene00019339",NA,"K02F6.5 | WBGene00019339",NA,NA,NA,NA,NA
"303","WBGene00019342",0.104580139499448,0,0.112329486647506,0,0,0,0,0,0,0,0.188110654211233,0,0,0,0,"K02F6.8","K02F6.8","BTB domain-containing protein","BTB/POZ domain, Potassium channel tetramerisation-type BTB domain, SKP1/BTB/POZ domain superfamily, BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 1/2/3","K02F6.8 | WBGene00019342",NA,"K02F6.8 | WBGene00019342",NA,NA,NA,NA,NA
"304","WBGene00019349",0,0,0,0.10774946546837,0,0,0.192187538137215,0.143834953418331,0.286556475194883,0,0,0,0,0.222254350323308,0,"trx-5","K02H11.6","Thioredoxin domain-containing protein","Thioredoxin-like fold, Thioredoxin domain, Nucleoredoxin-like protein 2, Thioredoxin-like superfamily","trx-5 | WBGene00019349",NA,"trx-5 | WBGene00019349",66.9014,"CBN11610 | WBGene00150335",65.493,"CRE26292 | WBGene00054058",65.493
"305","WBGene00019409",0.104580139499448,0,0,0,0,0.0732767309667538,0.192187538137215,0,0,0,0,0,0,0,0.437976523932745,"K05F1.8","K05F1.8","Col_cuticle_N domain-containing protein","","K05F1.8 | WBGene00019409",NA,"K05F1.8 | WBGene00019409",44.8718,"CBN04353 | WBGene00143078",37.1795,"CRE11981 | WBGene00080244",44.8718
"306","WBGene00019442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K06C4.1","K06C4.1","DUF19 domain-containing protein","Domain of unknown function DUF19, Uncharacterised protein family UPF0376","K06C4.1 | WBGene00019442",NA,"K06C4.1 | WBGene00019442",37.0787,NA,NA,"CRE05590 | WBGene00053179",38.2022
"307","WBGene00019507",0,0.127615992249115,0.112329486647506,0,0,0.146553461933508,0.25625005084962,0.143834953418331,0,0,0,0,0,0,0.175190609573098,"K07H8.7","K07H8.7","","","K07H8.7 | WBGene00019507",NA,"K07H8.7 | WBGene00019507",52.8409,NA,NA,"CRE09998 | WBGene00059447",47.7273
"308","WBGene00019557",0,0,0,0,0.0735113690478028,0,0.192187538137215,0,0.0716391187987209,0,0,0,0.128436330065442,0,0,"K09C6.3","K09C6.3","Transposase","","K09C6.3 | WBGene00019557",NA,"K09C6.3 | WBGene00019557",41.4894,NA,NA,NA,NA
"309","WBGene00019622",0.052290069749724,0,0,0.10774946546837,0,0,0.12812502542481,0,0.143278237597442,0,0,0,0,0.111127175161654,0.437976523932745,"K10C2.7","K10C2.7","Secreted protein","","K10C2.7 | WBGene00019622",NA,"K10C2.7 | WBGene00019622",NA,NA,NA,NA,NA
"310","WBGene00019809",0.052290069749724,0.127615992249115,0,0.0538747327341852,0,0.0732767309667538,0.12812502542481,0.143834953418331,0,0,0,0,0,0,0.175190609573098,"R01H2.1","R01H2.1","Ovule protein","","R01H2.1 | WBGene00019809",NA,"R01H2.1 | WBGene00019809",NA,NA,NA,NA,NA
"311","WBGene00019835",0,0,0,0,0,0.0732767309667538,0.0640625127124049,0.0719174767091656,0,0,0,0,0,0,0,"R02F2.6","R02F2.6","","","R02F2.6 | WBGene00019835",NA,"R02F2.6 | WBGene00019835",NA,NA,NA,NA,NA
"312","WBGene00019880",0,0,0,0.161624198202556,0,0,0.25625005084962,0.0719174767091656,0,0,0,0,0,0.111127175161654,0.175190609573098,"R05D3.6","R05D3.6","Putative ATP synthase subunit epsilon, mitochondrial","ATP synthase, F1 complex, epsilon  subunit, mitochondrial, ATP synthase, F1 complex, epsilon  subunit superfamily, mitochondrial","R05D3.6 | WBGene00019880",NA,"R05D3.6 | WBGene00019880",81.4815,NA,NA,"CRE00969 | WBGene00062982",79.6296
"313","WBGene00020072",0,0,0.112329486647506,0,0,0,0,0,0,0,0,0,0.256872660130884,0,0,"R13H9.6","R13H9.6","Protein kinase domain-containing protein","Protein kinase domain, Protein kinase-like domain superfamily, Protein kinase, ATP binding site","R13H9.6 | WBGene00020072",NA,"R13H9.6 | WBGene00020072",86.8421,"CBN07503 | WBGene00146228",87.3684,"CRE04501 | WBGene00055540",85.5263
"314","WBGene00020119",0,0,0,0,0,0,0.12812502542481,0.215752430127497,0.0716391187987209,0,0,0,0,0,0.175190609573098,"R160.2","R160.2","DUF4492 domain-containing protein","","R160.2 | WBGene00020119",NA,"R160.2 | WBGene00020119",NA,NA,NA,"CRE00319 | WBGene00077821",50.6173
"315","WBGene00020121",0.052290069749724,0,0,0,0,0,0.0640625127124049,0,0.143278237597442,0,0,0,0,0,0.0875953047865491,"R160.4","R160.4","DUF4845 domain-containing protein","","R160.4 | WBGene00020121",NA,"R160.4 | WBGene00020121",41.1765,"CBN11955 | WBGene00150680",52.9412,NA,NA
"316","WBGene00020123",0,0,0,0,0.0735113690478028,0,0,0.143834953418331,0.143278237597442,0,0,0,0.385308990196326,0,0.0875953047865491,"R160.6","R160.6","Transmembrane protein","","R160.6 | WBGene00020123",NA,"R160.6 | WBGene00020123",NA,NA,NA,NA,NA
"317","WBGene00020350",0,0.127615992249115,0,0,0,0,0.0640625127124049,0,0,0.106302686268882,0,0.168743306163974,0,0,0,"T08B2.12","T08B2.12","Secreted protein","","T08B2.12 | WBGene00020350",NA,"T08B2.12 | WBGene00020350",NA,NA,NA,NA,NA
"318","WBGene00020536",0,0,0.112329486647506,0,0.0735113690478028,0,0,0,0,0,0,0,0,0,0,"T16A1.5","T16A1.5","","","T16A1.5 | WBGene00020536",NA,"T16A1.5 | WBGene00020536",NA,NA,NA,NA,NA
"319","WBGene00020539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525571828719294,"T16D1.1","T16D1.1","DUF19 domain-containing protein","","T16D1.1 | WBGene00020539",NA,"T16D1.1 | WBGene00020539",NA,NA,NA,NA,NA
